"0111",020170103,"ACB   ",+0000000004001.74,"205_LEVIES_A.BARONI                   ",001000,000.00
"0111",020170103,"INTPAY",+0000000002981.99,"KB002                                 ",000379,000.00
"0111",020170103,"ACB   ",-0000000008319.71,"PREMIUMCOLRF50364299CIA39071          ",006021,017.50
"0111",020170104,"ACB   ",+0000000003270.75,"PAYPROP   KB101                       ",006088,000.00
"0111",020170104,"ACB   ",+0000000001892.83,"KB505B                                ",001000,000.00
"0111",020170104,"ACB   ",+0000000003450.38,"ACCT REF: KB104B                      ",006088,000.00
"0111",020170104,"INTFD ",+0000000003741.37,"1112103 OLITZKI BRIAN                 ",000490,000.00
"0111",020170105,"ACB   ",+0000000001892.83,"305 KNIGHTSBRIDGE                     ",001000,000.00
"0111",020170105,"ACB   ",+0000000003100.00,"PAIZES AP*NRES AP PAIZES              ",001000,000.00
"0111",020170105,"DEP   ",+0000000003342.37,"1112304-KB304  SEA POINT    300       ",001273,000.00
"0111",020170105,"PAY   ",-0000000001153.64,"01000 BR MATHE      IYM8314:50        ",000509,000.00
"0111",020170105,"FEE   ",-0000000000072.18," ACC 071113630 DEP BCH 4109           ",001394,000.00
"0111",020170105,"FEE   ",-0000000000827.08,"STNDRDBANK   BOL OCV48 DEC 16         ",000231,000.00
"0111",020170109,"ACB   ",+0000000005200.00,"CIA323822/GEYSER                      ",006088,000.00
"0111",020170109,"ACB   ",+0000000001892.83,"KB405B - J STEYN                      ",001000,000.00
"0111",020170109,"ACB   ",+0000000006467.42,"SAGEPAY021KB004                       ",006088,000.00
"0111",020170109,"ACB   ",+0000000005819.54,"KB503                                 ",006088,000.00
"0111",020170109,"CLOSE ",+0000000167659.46,"CLOSE BALANCE                         ",000000,000.00
"0112",020170111,"OPEN  ",+0000000167659.46,"OPEN BALANCE                          ",000000,000.00
"0112",020170111,"PAY   ",-0000000000660.00,"01010 P LOURANDOS   IYM8308:11        ",000509,000.00
"0112",020170111,"PAY   ",-0000000000399.00,"01002 GR LAUGHTON & IYM8308:11        ",000509,000.00
"0112",020170111,"PAY   ",-0000000003024.06,"01001 IHFM          IYM8308:11        ",000509,000.00
"0112",020170112,"PAY   ",-0000000001153.64,"01000 BR MATHE      IYM8308:31        ",000509,000.00
"0112",020170112,"TRFR  ",-0000000100000.00,"TRF FROM CURRENT                      ",000619,000.00
"0112",020170119,"PAY   ",-0000000001153.64,"01000 BR MATHE      IYM8308:31        ",000509,000.00
"0112",020170123,"ACB   ",+0000000003285.80,"ABSA BANK KB 402                      ",006088,000.00
"0112",020170123,"ACB   ",+0000000002108.40,"KB106C                                ",001000,000.00
"0112",020170123,"PAY   ",-0000000000073.93,"01010 P LOURANDOS   IYM8313:02        ",000509,000.00
"0112",020170123,"PAY   ",-0000000001048.80,"01001 ZONE PEST CON IYM8313:02        ",000509,000.00
"0112",020170123,"PAY   ",-0000000000660.00,"01010 P LOURANDOS   IYM8313:02        ",000509,000.00
"0112",020170123,"PAY   ",-0000000000684.00,"01011 VOLTEC ELECTR IYM8313:02        ",000509,000.00
"0112",020170124,"ACB   ",+0000000003000.00,"LEVY KB 406                           ",001000,000.00
"0112",020170125,"ACB   ",+0000000002900.39,"ABSA BANK KB202D                      ",006088,000.00
"0112",020170125,"ACB   ",+0000000003425.80,"INVESTECPBKB102                       ",006088,000.00
"0112",020170125,"ACB   ",+0000000004351.18,"sagov KB203                           ",006088,000.00
"0112",020170126,"ACB   ",+0000000002500.00,"RENT01                                ",001000,000.00
"0112",020170126,"PAY   ",-0000000001153.64,"01000 BR MATHE      IYM8308:31        ",000509,000.00
"0112",020170127,"ACB   ",+0000000003665.27,"KB401 JILL ANTHONY                    ",006088,000.00
"0112",020170127,"ACB   ",+0000000002192.18,"205_LEVIES_A.BARONI                   ",006088,000.00
"0112",020170127,"ACB   ",+0000000002066.89,"KB505B                                ",001000,000.00
"0112",020170127,"INTPAY",+0000000003216.00,"KB302                                 ",000379,000.00
"0112",020170127,"PAY   ",-0000000001500.00,"01556 PREMIER HOTEL IYM8308:28        ",000509,000.00
"0112",020170127,"PAY   ",-0000000000500.00,"01596 CSOS OMBUD    IYM8308:28        ",000509,000.00
"0112",020170127,"PAY   ",-0000000000880.00,"01010 P LOURANDOS   IYM8308:28        ",000509,000.00
"0112",020170130,"ACB   ",+0000000004279.11,"SO/BV KB204/MR GARY                   ",006088,000.00
"0112",020170130,"INTPAY",+0000000003285.80,"KB502C                                ",000379,000.00
"0112",020170130,"PAY   ",-0000000000015.96,"01257 CITY OF CAPE  IYM8313:02        ",000509,000.00
"0112",020170130,"PAY   ",-0000000000063.86,"01012 CITY OF CAPE  IYM8313:02        ",000509,000.00
"0112",020170131,"ACB   ",+0000000001200.08,"ABSA BANK 501 KNIGHTSBRIGDE           ",006088,000.00
"0112",020170131,"ACB   ",+0000000003790.14,"KB301B                                ",001000,000.00
"0112",020170131,"PAY   ",-0000000026915.86,"01000 PROEXEC SECUR IYM8313:02        ",000509,000.00
"0112",020170131,"FEE   ",-0000000000069.00," ACC   071113630                      ",001621,000.00
"0112",020170131,"SF    ",-0000000000064.00," ACC   071113630                      ",001112,000.00
"0112",020170201,"ACB   ",+0000000004322.31,"SAGEPAY021KB004                       ",006088,000.00
"0112",020170201,"ACB   ",+0000000001982.75,"KB206C                                ",006088,000.00
"0112",020170201,"ACB   ",-0000000008319.71,"PREMIUMCOLRF50945383CIA39071          ",006021,017.50
"0112",020170202,"PAY   ",-0000000001153.64,"01000 BR MATHE      IYM8308:31        ",000509,000.00
"0112",020170203,"ACB   ",+0000000003873.64,"ACCT REF: KB104B                      ",006088,000.00
"0112",020170203,"ACB   ",+0000000003873.64,"KB504B                                ",006088,000.00
"0112",020170203,"ACB   ",+0000000003100.00,"PAIZES AP*NRES AP PAIZES              ",001000,000.00
"0112",020170203,"FEE   ",-0000000000683.49,"STNDRDBANK   BOL OCV48 JAN 17         ",000231,000.00
"0112",020170206,"ACB   ",+0000000003665.27,"PAYPROP   KB101                       ",006088,000.00
"0112",020170206,"ACB   ",+0000000004036.36,"ABSA BANK kb 306                      ",006088,000.00
"0112",020170206,"ACB   ",+0000000001892.83,"305 KNIGHTSBRIDGE                     ",001000,000.00
"0112",020170206,"ACB   ",+0000000006521.43,"KB503                                 ",006088,000.00
"0112",020170206,"DEP   ",+0000000003748.35,"1112304-KB304  SEA POINT    431       ",001273,000.00
"0112",020170206,"FEE   ",-0000000000080.09," ACC 071113630 DEP BCH 4109           ",001394,000.00
"0112",020170207,"INTPAY",+0000000002906.59,"KB002                                 ",000379,000.00
"0112",020170208,"ACB   ",+0000000004000.00,"KB 303                                ",006088,000.00
"0112",020170208,"PAY   ",-0000000001153.64,"01000 BR MATHE      IYM8309:54        ",000509,000.00
"0112",020170208,"TRFR  ",-0000000041000.00,"TRF FROM CURRENT                      ",000619,000.00
"0112",020170209,"ACB   ",+0000000002066.89,"KB405B - J STEYN                      ",001000,000.00
"0112",020170209,"ACB   ",+0000000000139.24,"DA COSTA  INC 5 KNIGHTSBRIDGE         ",006088,000.00
"0112",020170209,"ACB   ",+0000000011250.00,"KB106C                                ",001000,000.00
"0112",020170209,"CLOSE ",+0000000077895.84,"CLOSE BALANCE                         ",000000,000.00
"0113",020170210,"OPEN  ",+0000000077895.84,"OPEN BALANCE                          ",000000,000.00
"0113",020170210,"PAY   ",-0000000020532.24,"01000 CITY OF CAPE  IYM8313:02        ",000509,000.00
"0113",020170213,"ACB   ",+0000000000272.40,"ABSA BANK KB005D                      ",006088,000.00
"0113",020170213,"ACB   ",+0000000001814.50,"ABSA BANK KB005D                      ",006088,000.00
"0113",020170213,"INTPAY",+0000000002535.00,"PAIZES UNIT 201                       ",000379,000.00
"0113",020170215,"DEP   ",+0000000010300.00,"GEORGIA FRANCE 1702143421TT2952       ",000653,000.00
